OBJECTID,the_geom,Fac_Type,Field_Office,State_Name,County,City,Fac_Name,Fac_Use,Elevation,Sectional_,Fuel_Types,Atc_Tower,Unicom,Ctaf,Landing_Fee,Wind_Indic
142,POINT (-150.2039080564168 67.25217083301447),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,COLDFOOT,COLDFOOT,PU,1049.09997559,FAIRBANKS,,N,,122.9,N,Y
143,POINT (-155.98904361094372 63.567723056080524),AIRPORT,NONE,ALASKA,KUSKOKWIM,COLORADO CREEK,COLORADO CREEK,PR,860,MC GRATH,,N,,,N,N
144,POINT (-149.72290000006987 60.48426388899927),AIRPORT,NONE,ALASKA,KENAI PENINSULA,COOPER LANDING,QUARTZ CREEK,PU,466,ANCHORAGE,,N,,122.9,N,Y
145,POINT (-145.2940808329435 61.94119000005024),AIRPORT,NONE,ALASKA,VALDEZ-CORDOVA,COPPER CENTER,COPPER CENTER 2,PU,1150,ANCHORAGE,,N,,122.9,N,Y
146,POINT (-145.47755555560397 60.49177777798953),AIRPORT,NONE,ALASKA,VALDEZ-CORDOVA,CORDOVA,MERLE K (MUDHOLE) SMITH,PU,53.59999847,ANCHORAGE,,N,,123.6,N,Y
147,POINT (-146.09746388889081 60.39115277817797),AIRPORT,NONE,ALASKA,CORDOVA-MCCARTHY,CORDOVA,STRAWBERRY POINT,PR,50,ANCHORAGE,,N,,122.7,,
148,POINT (-145.7258541671322 60.54364444389815),AIRPORT,NONE,ALASKA,VALDEZ-CORDOVA,CORDOVA,CORDOVA MUNI,PU,59,ANCHORAGE,,N,,122.5,N,Y
149,POINT (-163.70349861141423 64.89674722199078),AIRPORT,NONE,ALASKA,NOME,COUNCIL,COUNCIL,PU,100,NOME,,N,,122.9,,Y
150,POINT (-133.14780111081507 55.47883138877078),SEAPLANE BASE,NONE,ALASKA,PRINCE OF WALES,CRAIG,CRAIG,PU,0,KETCHIKAN,,N,,120.9,N,Y
151,POINT (-133.25337222164438 55.958588888777506),SEAPLANE BASE,NONE,ALASKA,KETCHIKAN GATEWAY,CRAIG,EL CAPITAN LODGE,PU,0,KETCHIKAN,,N,,122.9,,
152,POINT (-133.14585638937902 55.475220277760215),HELIPORT,NONE,ALASKA,PRINCE OF WALES,CRAIG,CRAIG CG,PR,20,KETCHIKAN,,N,,,N,Y
153,POINT (-152.01607777766196 67.37287222201341),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,CREVICE CREEK,CREVICE CREEK,PR,840,FAIRBANKS,,N,,,N,Y
154,POINT (-158.13494444374237 61.8678888891472),AIRPORT,NONE,ALASKA,BETHEL,CROOKED CREEK,CROOKED CREEK,PU,180.6000061,MC GRATH,MOGAS,N,,122.8,N,Y
155,POINT (-158.23640416673882 62.03247638881457),AIRPORT,NONE,ALASKA,BETHEL,CROOKED CREEK,DONLIN CREEK,PR,733.70001221,MC GRATH,,N,,,,Y
156,POINT (-146.0133047220348 62.40094194400488),AIRPORT,NONE,ALASKA,VALDEZ-CHITNA-WHITIE,CROSSWIND LAKE,CROSSWIND LAKE,PR,2125,ANCHORAGE,,N,,,N,N
157,POINT (-156.89136863941997 66.94256141695688),AIRPORT,NONE,ALASKA,NORTHWEST ARCTIC,DAHL CREEK,DAHL CREEK,PU,260,FAIRBANKS,,N,,122.7,N,Y
158,POINT (-148.46516486130602 70.19475411106986),AIRPORT,NONE,ALASKA,NORTH SLOPE,DEADHORSE,DEADHORSE,PU,67.40000153,POINT BARROW,100  A,N,123,123.6,N,Y
159,POINT (-150.94474999983845 70.34427777814768),AIRPORT,NONE,ALASKA,NORTH SLOPE,NUIQSUT,ALPINE AIRSTRIP,PR,21.39999962,POINT BARROW,,N,122.8,122.8,,Y
160,POINT (-147.03043888868552 70.13746666697268),AIRPORT,NONE,ALASKA,NORTH SLOPE,DEADHORSE,BADAMI,PR,25.5,POINT BARROW,,N,,122.9,,
161,POINT (-146.25856963930522 70.17128461089067),HELIPORT,NONE,ALASKA,NORTH SLOPE,DEADHORSE,CENTRAL PAD,PR,9.30000019,POINT BARROW,,N,,122.9,,Y
162,POINT (-146.29002777817243 70.13599999996954),AIRPORT,NONE,ALASKA,NORTH SLOPE,DEADHORSE,POINT THOMSON AIRSTRIP,PR,56,POINT BARROW,,N,,122.9,,Y
163,POINT (-153.07756819374225 70.00383069410593),AIRPORT,NONE,ALASKA,NORTH SLOPE,DEADHORSE,INIGOK,PR,191,POINT BARROW,,N,122.8,122.8,,Y
164,POINT (-162.76705555587074 66.06911111111332),AIRPORT,NONE,ALASKA,NORTHWEST ARCTIC,DEERING,DEERING,PU,29.89999962,NOME,,N,,122.9,N,Y
165,POINT (-145.72005555634624 63.99516666713323),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,DELTA JUNCTION FT GREELY,ALLEN AAF,PR,1285.19995117,ANCHORAGE,J8,Y,,122.9,N,Y
166,POINT (-145.50231777810748 63.99960583294151),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,DELTA JUNCTION,ROCKING T RANCH,PR,1190,ANCHORAGE,,N,,122.9,,
167,POINT (-145.72246527811276 64.05011666694449),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,DELTA JUNCTION,DELTA JUNCTION,PU,1150,FAIRBANKS,,N,,122.9,,Y
168,POINT (-145.8044944442087 64.13285833317039),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,DELTA JUNCTION,DELTA DAVES,PR,1050,FAIRBANKS,,N,,,,Y
169,POINT (-145.41899166662512 64.04960944411309),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,DELTA JUNCTION,REMINGTON FIELD,PR,1250,FAIRBANKS,,N,,,,Y
170,POINT (-145.47009194438834 63.961828888916735),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,DELTA JUNCTION,CHEROKEE,PR,1300,ANCHORAGE,,N,,,,
171,POINT (-145.50232416692577 64.04960666688784),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,DELTA JUNCTION,WINGSONG ESTATES,PR,1100,FAIRBANKS,,N,,,,Y
172,POINT (-145.83038888892327 64.13736111115445),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,DELTA JUNCTION,ARCTIC ANGEL,PR,1009,FAIRBANKS,,N,,,N,Y
173,POINT (-145.7389472219927 64.03886249993435),HELIPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,DELTA JUNCTION,BUFFALO ROW,PR,1180,FAIRBANKS,,N,,,,
174,POINT (-145.68017444416756 64.02710888908352),HELIPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,DELTA JUNCTION,TROPHY LODGE,PR,1200,FAIRBANKS,,N,,,,
175,POINT (-145.42222499977672 63.94142777791127),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,DELTA JUNCTION,ALL WEST,PR,1275,ANCHORAGE,,N,,,,
176,POINT (-144.9208916672012 64.46746388882272),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,DELTA JUNCTION,POGO MINE AIRSTRIP,PR,1350,FAIRBANKS,,N,,,,
177,POINT (-144.93638888864646 64.4474999999124),HELIPORT,NONE,ALASKA,SOUTHEAST FAIRBANKS,DELTA JUNCTION,POGO,PR,1350,DAWSON,,N,,,,
178,POINT (-158.50549999970156 59.04466666716996),AIRPORT,NONE,ALASKA,DILLINGHAM,DILLINGHAM,DILLINGHAM,PU,82,KODIAK,100LLA,N,,123.6,,Y
179,POINT (-157.7771805560691 59.13258333292219),AIRPORT,NONE,ALASKA,BRISTOL BAY,DILLINGHAM,NUSHAGAK,PR,40,KODIAK,,N,,,,
180,POINT (-158.5771899997467 59.05897555611913),SEAPLANE BASE,NONE,ALASKA,BRISTOL BAY,DILLINGHAM,SHANNONS POND,PR,80,KODIAK,100LL,N,,123.6,N,Y
181,POINT (-168.95305555634513 65.75861111088051),HELIPORT,NONE,ALASKA,NOME,DIOMEDE,DIOMEDE,PU,20,NOME,,N,,123,,Y
182,POINT (-166.85740555617377 53.9719805560029),AIRPORT,NONE,ALASKA,ALEUTIANS EAST,DUTCH HARBOR,DRIFTWOOD BAY AIR FORCE STATION,PR,24,DUTCH HARBOR,,N,,,,
183,POINT (-141.14961111059478 64.7780833329481),AIRPORT,NONE,ALASKA,SOUTHEAST FAIRBANKS,EAGLE,EAGLE,PU,907.20001221,DAWSON,,N,122.8,122.8,N,Y
184,POINT (-149.53249999959414 61.2925000000872),AIRPORT,NONE,ALASKA,ANCHORAGE,EAGLE RIVER,HIGHLAND,PR,650,ANCHORAGE,,N,,122.9,,
185,POINT (-149.54635000006587 61.35251944408514),SEAPLANE BASE,NONE,ALASKA,ANCHORAGE,EAGLE RIVER,D&C FIRE LAKE FLYING CLUB,PU,295,ANCHORAGE,,N,123,123,,
186,POINT (-162.04388888913226 60.21369444415769),AIRPORT,NONE,ALASKA,BETHEL,EEK,EEK,PU,26.5,BETHEL,,N,,122.8,N,Y
187,POINT (-157.37542777781528 58.18549027787492),AIRPORT,NONE,ALASKA,BRISTOL BAY,EGEGIK,EGEGIK,PU,92.30000305,KODIAK,,N,,122.8,,Y
188,POINT (-158.55884250026176 58.811192499951034),AIRPORT,NONE,ALASKA,BRISTOL BAY,EKUK,EKUK,PR,30,KODIAK,,N,,122.9,N,Y
189,POINT (-157.4711388893563 59.356833333163316),AIRPORT,NONE,ALASKA,DILLINGHAM,EKWOK,EKWOK,PU,141,KODIAK,,N,,122.9,N,Y
190,POINT (-135.22202499968282 58.97168055586526),HELIPORT,NONE,ALASKA,SKAGWAY-YAKUTAT,ELDRED ROCK,ELDRED ROCK CG,PR,33,JUNEAU,,N,,,N,N
191,POINT (-136.3473927776638 58.19518416692971),SEAPLANE BASE,NONE,ALASKA,ANGOON,ELFIN COVE,ELFIN COVE,PU,0,JUNEAU,,N,,122.9,N,
192,POINT (-162.27052777797564 64.61497222201314),AIRPORT,NONE,ALASKA,NOME,ELIM,ELIM,PU,161.5,NOME,,N,,122.8,N,Y
193,POINT (-162.0572991669673 64.69818194398704),AIRPORT,NONE,ALASKA,NOME,ELIM,MOSES POINT,PR,14,NOME,,N,122.8,122.8,N,Y
194,POINT (-146.70369194400587 60.89390777803126),SEAPLANE BASE,NONE,ALASKA,VALDEZ-CHITNA-WHITIE,ELLAMAR,ELLAMAR,PU,0,ANCHORAGE,,N,,122.9,N,N
195,POINT (-164.49074999996708 62.78613888902771),AIRPORT,NONE,ALASKA,KUSILVAK,EMMONAK,EMMONAK,PU,16.20000076,BETHEL,,N,,122.9,N,Y
196,POINT (-147.17008055600928 61.937983332996545),AIRPORT,NONE,ALASKA,VALDEZ-CHITNA-WHITIE,EUREKA,SKELTON,PR,3289,ANCHORAGE,MOGAS,N,,,,Y
197,POINT (-150.22053861128916 65.17591138890113),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,EUREKA CREEK,EUREKA CREEK,PU,700,FAIRBANKS,,N,,122.9,N,
198,POINT (-148.86313888889362 64.04211111108155),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,EVA CREEK,EVA CREEK,PU,2817,FAIRBANKS,,N,,122.9,N,N
199,POINT (-135.44903277810437 58.42049861107902),SEAPLANE BASE,NONE,ALASKA,HAINES,EXCURSION INLET,EXCURSION INLET,PU,0,JUNEAU,,N,,122.5,N,Y
200,POINT (-147.84825833298274 64.83289944408486),SEAPLANE BASE,NONE,ALASKA,FAIRBANKS NORTH STAR,FAIRBANKS,CHENA RIVER,PU,440,FAIRBANKS,,N,,122.9,N,Y
201,POINT (-147.9185555562653 64.81402777791232),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,FAIRBANKS,CHENA MARINA,PR,427,FAIRBANKS,100LL,N,,118.3,,Y
202,POINT (-147.52166666659147 64.82166666690955),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,FAIRBANKS,LAKLOEY AIR PARK,PR,475,FAIRBANKS,,N,,125,,Y
203,POINT (-147.91396111106656 64.90928611107198),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,FAIRBANKS,HARDROCK FIELD,PR,664,FAIRBANKS,,N,,,,
204,POINT (-147.8805722222609 64.9286583331181),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,FAIRBANKS,SKYFLIGHT,PR,1100,FAIRBANKS,,N,,,,
205,POINT (-147.7624211113793 64.8067900001339),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,FAIRBANKS,METRO FLD,PR,432,FAIRBANKS,,N,,118.3,N,N
206,POINT (-147.42464333291437 64.83290777817206),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,FAIRBANKS,DALRYMPLE'S,PR,450,FAIRBANKS,,N,,,,
207,POINT (-147.53559444409882 64.8888888888952),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,FAIRBANKS,MOEN'S RANCH,PR,582,FAIRBANKS,,N,122.8,,,
208,POINT (-147.61449166719433 64.83760972191823),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,FAIRBANKS/FT WAINWRIGHT,LADD AAF,PR,448.6000061,FAIRBANKS,,Y,,125,,Y
209,POINT (-147.36375805620585 64.36373916718041),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,FAIRBANKS /FT WAINWRIGHT/,BLAIR LAKE,PR,910,FAIRBANKS,,N,,,N,Y
210,POINT (-147.56349194414906 64.45345861117868),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,FAIRBANKS /FT WAINWRIGHT/,CLEAR CREEK,PR,660,FAIRBANKS,,N,,,N,N
211,POINT (-147.92861111070613 64.19805555583036),AIRPORT,NONE,ALASKA,DENALI,FAIRBANKS,GOLD KING CREEK,PU,1720,FAIRBANKS,,N,,122.9,,Y
212,POINT (-147.10143888916772 64.66564444389668),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,FAIRBANKS,EIELSON AFB,PR,547.5,FAIRBANKS,,Y,,,,Y
213,POINT (-148.8302555557602 65.25650000002595),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,FAIRBANKS,TOLOVANA HOT SPRINGS,PR,800,FAIRBANKS,,N,,,Y,
214,POINT (-147.85644444390996 64.81511111100465),AIRPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,FAIRBANKS,FAIRBANKS INTL,PU,439,FAIRBANKS,100LLA1,Y,,,Y,Y
215,POINT (-135.21345111120021 57.53215444407803),SEAPLANE BASE,NONE,ALASKA,SITKA,FALSE ISLAND,FALSE ISLAND,PU,0,JUNEAU,,N,,122.9,N,Y
216,POINT (-163.40711111121203 54.84786111096116),AIRPORT,NONE,ALASKA,ALEUTIANS EAST,FALSE PASS,FALSE PASS,PU,18.29999924,COLD BAY,,N,,122.9,N,Y
217,POINT (-153.8906263891672 62.50918333320117),AIRPORT,NONE,ALASKA,KUSKOKWIM,FAREWELL,FAREWELL,PR,1535,MC GRATH,,N,,122.9,N,N
218,POINT (-153.6127888893763 62.53212222197651),AIRPORT,NONE,ALASKA,KUSKOKWIM,FAREWELL LAKE,TIN CREEK,PU,1185,MC GRATH,,N,,122.9,N,
219,POINT (-153.62251000013856 62.5424538891995),SEAPLANE BASE,NONE,ALASKA,KUSKOKWIM,FAREWELL LAKE,FAREWELL LAKE,PU,1052,MC GRATH,,N,,122.9,N,N
220,POINT (-166.13152222231935 64.83172722191144),AIRPORT,NONE,ALASKA,NOME,FEATHER RIVER,FEATHER RIVER,PU,325,NOME,,N,,122.9,N,N
221,POINT (-133.63145138909368 57.26993638917977),HELIPORT,NONE,ALASKA,JUNEAU,FIVE FINGER,FIVE FINGER CG,PR,48,JUNEAU,,N,,,N,Y
222,POINT (-157.98906999997436 62.452648889178064),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,FLAT,FLAT,PU,309,MC GRATH,,N,,122.9,N,Y
223,POINT (-147.66045555602946 64.83085555583446),HELIPORT,NONE,ALASKA,FAIRBANKS NORTH STAR,FORT WAINWRITE,BACH HELIPAD,PR,453.1000061,FAIRBANKS,,N,,,,Y
224,POINT (-145.24633333282364 66.57241666717353),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,FORT YUKON,FORT YUKON,PU,447.20001221,FAIRBANKS,,N,,122.5,N,Y
225,POINT (-134.89790666655995 58.25438583304493),SEAPLANE BASE,NONE,ALASKA,ANGOON,FUNTER BAY,FUNTER BAY,PU,0,JUNEAU,,N,,122.9,N,N
226,POINT (-149.48991666700593 68.47966666692464),AIRPORT,NONE,ALASKA,NORTH SLOPE,GALBRAITH LAKE,GALBRAITH LAKE,PU,2662.69995117,POINT BARROW,,N,,122.9,N,Y
227,POINT (-156.93495872203195 64.73619652815759),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,GALENA,EDWARD G PITKA SR,PU,153.8999939,FAIRBANKS,100LLA,N,,123,Y,Y
228,POINT (-171.7327838886876 63.76661638907488),AIRPORT,NONE,ALASKA,NOME,GAMBELL,GAMBELL,PU,29.5,BETHEL,,N,,122.7,N,Y
229,POINT (-149.10138888905985 60.97000000005845),HELIPORT,NONE,ALASKA,ANCHORAGE,GIRDWOOD,ALYESKA RESORT,PR,283,ANCHORAGE,,N,,,,Y
230,POINT (-149.11934583339868 60.96902222189572),AIRPORT,NONE,ALASKA,ANCHORAGE,GIRDWOOD,GIRDWOOD,PU,164,ANCHORAGE,,N,,122.9,N,Y
231,POINT (-142.38095083307473 61.45513444397676),AIRPORT,NONE,ALASKA,CORDOVA-MCCARTHY,GLACIER CREEK,GLACIER CREEK,PU,2380,ANCHORAGE,,N,,122.9,N,N
232,POINT (-146.67496666708251 62.032805555891066),AIRPORT,NONE,ALASKA,UNORGANIZED,GLENNALLEN,SNOWSHOE LAKE AIRPORT AND SEAPLANE BASE,PR,2380,,,N,,,,
233,POINT (-158.87472749981947 59.74703944401649),SEAPLANE BASE,NONE,ALASKA,BRISTOL BAY,GOLDEN HORN LODGE,GOLDEN HORN LODGE,PU,91,KODIAK,,N,,122.9,N,N
234,POINT (-163.00717194438025 64.55045861091243),AIRPORT,NONE,ALASKA,NOME,GOLOVIN,GOLOVIN,PU,64.59999847,NOME,,N,,122.9,,Y
235,POINT (-161.5736666672465 59.11786111104431),AIRPORT,NONE,ALASKA,BETHEL,GOODNEWS,GOODNEWS,PU,18.10000038,KODIAK,,N,,122.8,N,Y
236,POINT (-149.84226944386904 61.3946500000786),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,GOOSE BAY,GOOSE BAY,PU,78,ANCHORAGE,,N,,122.9,N,Y
237,POINT (-161.28147500010706 65.40213333302475),AIRPORT,NONE,ALASKA,NOME,GRANITE MOUNTAIN,GRANITE MOUNTAIN AS,PR,1313,NOME,,N,,122.1,N,
238,POINT (-160.06639688902237 62.892085306124436),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,GRAYLING,GRAYLING,PU,137.5,MC GRATH,,N,,122.9,N,Y
239,POINT (-145.45529166738152 62.154334722045974),AIRPORT,NONE,ALASKA,VALDEZ-CORDOVA,GULKANA,GULKANA,PU,1586.09997559,ANCHORAGE,100LLA,N,,122.9,N,Y
240,POINT (-145.3627666672526 62.280283333106965),AIRPORT,NONE,ALASKA,VALDEZ-CORDOVA,GULKANA,JACOBUS FIELD,PR,1670,ANCHORAGE,,N,,,,
241,POINT (-135.70741666663127 58.42527777792508),AIRPORT,NONE,ALASKA,ANGOON,GUSTAVUS,GUSTAVUS,PU,36.29999924,JUNEAU,100LLA,N,,122.5,N,Y
242,POINT (-135.523537499972 59.24382916685689),AIRPORT,NONE,ALASKA,HAINES,HAINES,HAINES,PU,15.30000019,JUNEAU,100LLA,N,,122.9,N,Y
243,POINT (-135.72322222222144 59.31322222189515),AIRPORT,NONE,ALASKA,HAINES,HAINES,18 MEADOWS AERODROME,PR,89,JUNEAU,,N,,,,
244,POINT (-136.22936111127393 59.437555556052274),HELIPORT,NONE,ALASKA,HAINES,HAINES,35 MILE LODGE,PR,690,,,N,,,,
245,POINT (-136.01944444408943 59.40305555621997),AIRPORT,NONE,ALASKA,HAINES,HAINES,AIRKAT AIRPARK,PR,260,,,N,,,,
246,POINT (-135.44071805627618 59.234951111069044),SEAPLANE BASE,NONE,ALASKA,HAINES,HAINES,HAINES,PU,0,JUNEAU,,N,,122.9,N,Y
247,POINT (-136.01361111072285 59.40305555621997),HELIPORT,NONE,ALASKA,HAINES,HAINES,BIG SALMON,PR,292,JUNEAU,,N,,,,
248,POINT (-163.32909249975313 65.90485805601189),AIRPORT,NONE,ALASKA,KOBUK,HANNUM CREEK,UPPER HANNUM CREEK,PR,1300,NOME,,N,,,N,Y
249,POINT (-134.75595305639348 58.12744138891921),SEAPLANE BASE,NONE,ALASKA,SKAGWAY-YAKUTAT,HAWK INLET,HAWK INLET,PR,0,JUNEAU,,N,,,N,N
250,POINT (-148.9688333330216 63.86758333316208),AIRPORT,NONE,ALASKA,DENALI,HEALY,HEALY RIVER,PU,1275,ANCHORAGE,A,N,,122.9,N,Y
251,POINT (-148.88174972231766 63.738431943940114),HELIPORT,NONE,ALASKA,YUKON-KOYUKUK,HEALY,ERA DENALI,PR,1580,ANCHORAGE,,N,,,,
252,POINT (-160.89925444378943 55.801394999937884),AIRPORT,NONE,ALASKA,ALEUTIAN ISLANDS,HERENDEEN BAY,HERENDEEN BAY,PR,20,COLD BAY,,N,,,N,Y
253,POINT (-146.58425249988647 60.48167500015681),AIRPORT,NONE,ALASKA,CORDOVA-MCCARTHY,HINCHINBROOK,JOHNSTONE POINT,PR,,,,N,,,,Y
254,POINT (-155.68481666686893 66.17613333311441),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,HOGATZA,HOG RIVER,PR,534,FAIRBANKS,,N,,,Y,Y
255,POINT (-132.62355555611364 55.49041666679852),SEAPLANE BASE,NONE,ALASKA,PRINCE OF WALES,HOLLIS,CLARK BAY,PU,0,KETCHIKAN,,N,,122.9,N,Y
256,POINT (-159.7749444437336 62.18830555610133),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,HOLY CROSS,HOLY CROSS,PU,74.5,MC GRATH,,N,,122.8,N,Y
257,POINT (-151.48580841710927 59.64499497189064),AIRPORT,NONE,ALASKA,KENAI PENINSULA,HOMER,HOMER,PU,84.30000305,SEWARD,100LLA    B,N,123,123.6,N,Y
258,POINT (-151.52112777827398 59.641555555851696),SEAPLANE BASE,NONE,ALASKA,KENAI PENINSULA,HOMER,HOMER-BELUGA LAKE,PU,25,KODIAK,100LL,N,,123.6,N,Y
259,POINT (-151.2232419438734 59.76356472194339),AIRPORT,NONE,ALASKA,KENAI-COOK INLET,HOMER,GLACIERVIEW STRIP,PR,1600,SEWARD,80,N,,,,Y
260,POINT (-153.08082472229285 59.828549167150115),AIRPORT,NONE,ALASKA,KENAI-COOK INLET,HOMER,CAMP POINT,PR,8,KODIAK,,N,,,,Y
261,POINT (-151.5124999998575 59.47000000007187),AIRPORT,NONE,ALASKA,KENAI-COOK INLET,HOMER,BOOTLEGGERS COVE,PR,45,SEWARD,,N,,,,Y
262,POINT (-151.18163055608332 59.77584166698121),AIRPORT,NONE,ALASKA,KENAI-COOK INLET,HOMER,EASTLAND,PR,1190,KODIAK,,N,,,,
263,POINT (-151.54999999981487 59.65226111110687),HELIPORT,NONE,ALASKA,KENAI PENINSULA,HOMER,SOUTH PENINSULA HOSPITAL,PR,370,KODIAK,,N,123.075,,,Y
264,POINT (-151.02989416670857 59.73828888895737),AIRPORT,NONE,ALASKA,KENAI PENINSULA,HOMER,BEAR COVE FARM,PR,115,SEWARD,,N,,,,Y
265,POINT (-150.9585138887054 59.776069444127366),AIRPORT,NONE,ALASKA,KENAI PENINSULA,HOMER,BRADLEY LAKE HYDROELECTRIC PROJECT AIRSTRIP,PR,18,SEWARD,,N,,,,
266,POINT (-151.4964583328747 59.703413888968505),AIRPORT,NONE,ALASKA,KENAI PENINSULA,HOMER,LOOKOUT,PR,1310,SEWARD,,N,,,,Y
267,POINT (-135.45180499973242 58.112159443852256),SEAPLANE BASE,NONE,ALASKA,ANGOON,HOONAH,HOONAH,PU,0,JUNEAU,100LLA1,N,,122.7,N,Y
268,POINT (-135.4087562499955 58.09619916705602),AIRPORT,NONE,ALASKA,ANGOON,HOONAH,HOONAH,PU,21.5,JUNEAU,100LLA    A1,N,,122.7,N,Y
269,POINT (-166.14662277827787 61.523870555874915),AIRPORT,NONE,ALASKA,KUSILVAK,HOOPER BAY,HOOPER BAY,PU,19.5,BETHEL,,N,,123,N,Y
270,POINT (-149.6228111106885 60.90725277778719),AIRPORT,NONE,ALASKA,KENAI PENINSULA,HOPE,HOPE,PU,193.8999939,ANCHORAGE,,N,,122.9,N,Y
271,POINT (-141.18211388862778 62.007233333031785),AIRPORT,NONE,ALASKA,SOUTHEAST FAIRBANKS,HORSFELD,HORSFELD,PU,3620,ANCHORAGE,,N,,122.9,N,Y
272,POINT (-149.89999999989482 61.65470000018163),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,HOUSTON,SATTERBERGS,PR,350,ANCHORAGE,,N,,122.8,,N
273,POINT (-149.85228055595792 61.6125999998512),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,HOUSTON,REIDS LANDING,PR,246,ANCHORAGE,,N,122.8,122.8,,Y
274,POINT (-149.88672222176749 61.65630833298395),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,HOUSTON,BLACK SPRUCE,PR,350,ANCHORAGE,,N,,122.8,,
275,POINT (-149.77011944441463 61.604149999932424),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,HOUSTON,GUS LANDING,PR,120,ANCHORAGE,,N,,122.8,,
276,POINT (-149.87083055636919 61.648188889166875),AIRPORT,NONE,ALASKA,MATANUSKA-SUSITNA,HOUSTON,TRIO ESTATES,PR,315,ANCHORAGE,,N,122.8,122.8,,
277,POINT (-149.78418055616467 61.60196944399346),SEAPLANE BASE,NONE,ALASKA,MATANUSKA-SUSITNA,HOUSTON,MORVRO LAKE,PR,300,ANCHORAGE,,N,,122.8,,
278,POINT (-154.2646944441256 66.03908333297684),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,HUGHES,HUGHES,PU,298.6000061,FAIRBANKS,,N,,122.9,N,Y
279,POINT (-156.35138888859964 65.69786111104004),AIRPORT,NONE,ALASKA,YUKON-KOYUKUK,HUSLIA,HUSLIA,PU,219.69999695,FAIRBANKS,,N,122.8,122.8,,Y
280,POINT (-132.82831305578932 55.20631611077728),SEAPLANE BASE,NONE,ALASKA,PRINCE OF WALES,HYDABURG,HYDABURG,PU,0,KETCHIKAN,,N,,122.9,N,Y
281,POINT (-130.00670305594392 55.903319721972224),SEAPLANE BASE,NONE,ALASKA,PRINCE OF WALES,HYDER,HYDER,PU,0,KETCHIKAN,,N,,122.9,N,Y
282,POINT (-141.6617702778144 59.96901888913143),AIRPORT,NONE,ALASKA,SKAGWAY-YAKUTAT,ICY BAY,ICY BAY,PR,50,SEWARD,,N,,,N,N
283,POINT (-161.9033341669672 70.29248916706477),AIRPORT,NONE,ALASKA,BARROW,ICY CAPE,ICY CAPE AFS,PR,48,CAPE LISBURNE,,N,,,N,N
284,POINT (-155.90177277785986 59.324041666991995),AIRPORT,NONE,ALASKA,LAKE AND PENINSULA,IGIUGIG,IGIUGIG,PU,90.40000153,KODIAK,100LL,N,,122.8,N,Y
285,POINT (-154.91775224992352 59.75557811113369),AIRPORT,NONE,ALASKA,LAKE AND PENINSULA,ILIAMNA,ILIAMNA,PU,192.3999939,KODIAK,100LLA,N,,123.6,,Y
286,POINT (-162.4640627784187 65.67347722191747),AIRPORT,NONE,ALASKA,KOBUK,INDEPENDENCE CREEK,INDEPENDENCE CREEK,PR,250,NOME,,N,,,N,Y
